,vid,harsh_acc,harsh_dec,harsh_turn,over_speed,idleRate,tripMileKm
117,36,41.262135,33.980579999999996,58.252421999999996,6.0,0.09515334,41.2
118,36,28.169016,0.0,211.26761000000002,4.0,0.11643026,14.200000000000001
119,36,16.39344,109.28961000000001,0.0,54.644806,0.11289875,18.3
120,36,39.840637,43.8247,83.66534,4.0,0.10163867,25.1
121,36,16.806720000000002,33.613440000000004,0.0,0.0,0.13626374,11.9
122,36,17.107310000000002,32.65941,7.7760496,245.3919,0.15144186,64.3
123,36,5.0251255,15.0753765,0.0,60.301506,0.0,19.900000000000002
124,36,41.322309999999995,20.661156,70.24793000000001,4.0,0.09478260599999999,24.2
125,36,34.482758000000004,51.724136,0.0,3.0,0.14650145,11.600001
126,36,28.822056,72.6817,38.847115,210.75438,0.0675877,79.8
127,36,76.08695999999999,65.21739000000001,0.0,4.0,0.07402331,9.2
128,36,6.060606,19.69697,3.030303,6.0,0.08673711,66.0
129,36,5.0,55.0,0.0,3.0,0.036729857000000005,20.0
130,36,23.584906,18.867924,141.50943,4.0,0.12879445,21.200001
131,36,6.4935064,40.584415,3.2467532,45.33766,0.057533600000000004,61.600003
132,36,32.0,104.0,8.0,4.0,0.107880645,12.5
133,36,9.31677,29.503103000000003,9.31677,0.0,0.060299624,64.4
134,36,5.0251255,20.100502,0.0,0.0,0.015396459,19.900000000000002
135,36,39.007090000000005,67.375885,70.92198,1.0,0.08893594,28.2
136,36,58.823524,0.0,0.0,4.0,0.14787234,3.4
137,36,45.454547999999996,121.21213,0.0,2.0,0.08423326,6.6
138,36,64.93507,64.93507,0.0,5.0,0.10714286,15.400001000000001
139,36,7.042254,0.0,197.18309,2.0,0.10579196,14.200000000000001
140,36,24.096384,26.77376,0.0,6.0,0.06930693,74.700005
141,36,16.356878,31.970259000000002,41.635690000000004,44.122677,0.07655074,134.5
142,36,13.245032,43.046356,102.64901,14.933775,0.12712853,30.200000000000003
143,36,16.937668,23.712736,11.517615,98.39837,0.06903069,147.60001
144,36,9.095261,20.584011,2.8721874,130.76973999999998,0.071776666,208.9
145,36,8.403361,19.607843,0.0,9.0,0.06439212,107.099995
146,36,6.8965516000000004,10.837439,5.91133,128.211815,0.029334972,101.5
147,36,58.252421999999996,67.96115999999999,300.97086,3.0,0.2385855,10.3
148,36,108.1081,135.13513,0.0,77.07207,0.17506494,11.100001000000002
149,36,9.433962,4.716981,136.79245,6.0,0.04204753,21.200001
150,36,13.761467999999999,36.697247,7.64526,221.65442000000002,0.044335976,65.400004
151,36,7.7760496,17.107310000000002,7.7760496,67.763607,0.10726159,64.3
152,36,0.0,40.0,0.0,40.0,0.0024732070000000003,20.0
153,36,15.286625,33.12102,0.0,21.10828,0.06666667,78.5
154,36,6.067961,37.621357,81.31068,6.0,0.08049052,82.4
155,36,29.70297,59.40594,62.706269999999996,4.0,0.12793683,30.3
156,36,9.433962,9.433962,99.0566,1.0,0.12477314,21.200001
157,36,58.40708000000001,100.88495,0.0,1.0,0.07387698,56.5
158,36,30.303028,98.03921,8.912656,12.565062300000001,0.11701483,56.100002999999994
159,36,10.050251,35.17588,0.0,12.050251,0.057298772000000005,19.900000000000002
160,36,14.285715,9.523809,85.71429,2.0,0.15357968,21.0
161,36,4.1724615,33.379692,4.1724615,469.14325,0.009404388,71.9
162,36,24.054981,67.01031,12.027491,9.0,0.11016949,58.2
163,36,20.0,30.000002000000002,0.0,4.0,0.01130742,20.0
164,36,1.2870011000000001,0.0,0.0,171.87515,0.010319174,77.700004
165,36,1.1961722,2.3923445,0.0,30.119617,0.05894811,83.6
166,36,11.520736999999999,20.737326,0.0,4.0,0.027922077000000003,43.4
167,36,8.57633,36.020584,0.0,16.722127999999998,0.031941593,58.3
168,36,7.4812965,9.975061,0.0,7.0,0.19156851,40.099999999999994
169,36,90.22556,97.744354,0.0,3.0,0.17430326,26.599999999999998
170,36,106.38298,234.04254,0.0,4.0,0.19411765,4.7000003999999995
171,36,225.80646000000002,241.93547,0.0,0.0,0.33049205,6.2
172,36,9.100100999999999,16.177958,8.088979,114.22346,0.041884817000000005,98.900005
173,36,17.621145000000002,79.29515,136.56387,23.026432,0.10436508,22.700000000000003
174,36,17.241379000000002,17.241379000000002,0.0,2.0,0.20906515,11.600001
175,36,53.977276,74.81061,0.0,31.992424,0.1356265,105.6
176,36,62.921352,59.55056,1.1235955,4.0,0.099886924,89.00000000000001
177,36,19.875776000000002,32.298134000000005,0.0,0.0,0.09898183,80.5
178,36,16.949151999999998,45.19774,0.0,0.0,0.0178125,35.400003
179,36,43.859646000000005,43.859646000000005,0.0,2.0,0.10201729,11.4
180,36,43.290043,69.26406999999999,4.329004299999999,1.0,0.12052796,23.099999999999998
181,36,4.9875307,11.221945,0.0,5.0,0.060299295999999995,80.19999999999999
182,36,0.0,3.257329,0.0,0.0,0.19809826,30.700000000000003
183,36,5.586592700000001,55.865925,0.0,68.03911,0.04736130000000001,17.9
184,36,5.6980057,14.245014000000001,0.0,1.0,0.019144144,35.1
185,36,17.103762,47.890533000000005,0.0,6.0,0.088474184,87.7
186,36,42.735043,42.735043,0.0,2.0,0.25600663,11.700000000000001
187,36,34.482758000000004,51.724136,8.620689,3.0,0.11975745,11.600001
188,36,88.33922,70.67137,0.0,15.067137200000001,0.06319385,56.599999999999994
189,36,21.812079999999998,149.32886000000002,6.711409,127.48321499999999,0.09075981400000001,59.600003
190,36,15.0753765,105.52763999999999,0.0,92.45226,0.055096418,19.900000000000002
191,36,87.33625,179.0393,113.537125,3.0,0.16019616,22.9
192,36,224.13792,310.34482,0.0,1.0,0.17534247,11.600001
193,36,36.49635,104.0146,3.6496352999999995,27.372260999999998,0.04562928,54.800000000000004
194,36,3.5273367999999996,0.0,1.7636683999999998,60.20105699999999,0.060551558,56.700002
195,36,20.408163000000002,53.803337,2.7829313,3.0,0.11945665,107.80000000000001
196,36,16.216215,37.837837,0.0,1.0,0.21125,18.5
197,36,10.695186999999999,90.90909,0.0,3.0,0.06346154,18.700000000000003
198,36,44.554455,74.25742,0.0,59.40594,0.21910696,20.200001000000004
199,36,9.523809,38.095238,142.85715,344.09525,0.014136905,21.0
200,36,33.412888,57.279236,1.1933174,67.052505,0.05596744,83.8
201,36,12.805587,36.088474,0.0,11.0,0.05288524,85.9
202,36,0.0,34.82587,0.0,3.0,0.05014245,20.100001
203,36,26.315788,87.71929,70.17543,16.157894,0.17339902,22.8
204,36,47.619045,95.23809,0.0,4.0,0.34696859999999996,4.2000003
205,36,29.189190000000004,57.297295,1.0810812,13.810811,0.078721575,92.5
206,36,0.0,14.814815,0.0,0.0,0.14249748,13.5
207,36,10.98901,27.472527000000003,0.0,5.0,0.053622595999999995,18.2
208,36,7.017544,36.25731,109.94152,3.0,0.07304786,85.5
209,36,79.20792,128.71288,0.0,0.0,0.10656063,20.200001000000004
210,36,32.407406,129.62962,0.0,5.0,0.18940991,21.6
211,36,166.66666,142.85713,0.0,3.0,0.2208047,4.2000003
212,36,8.810573,39.647575,145.37444,4.0,0.17537049999999998,22.700000000000003
213,36,54.64481,128.96176,0.0,17.021858,0.06143383,91.5
214,36,18.518518,120.37036,0.0,2.0,0.030683403999999997,10.8
215,36,9.345794999999999,9.345794999999999,37.383179999999996,4.0,0.09210526,10.6999995
216,36,83.33333,83.33333,0.0,1.0,0.22868218,3.6000001999999998
217,36,46.511627000000004,23.255814,0.0,0.0,0.16666667,4.3
218,36,8.130081,81.30081,0.0,0.0,0.07727569999999999,12.3000005
219,36,9.970089999999999,45.86241,0.0,25.952143,0.050289072000000004,100.30001
220,36,19.230767999999998,115.38461000000001,0.0,0.0,0.031013615,10.400001
221,36,173.91304,269.56522,8.695652,3.0,0.1276643,11.5
222,36,34.013603,119.047615,0.0,4.0,0.08039598,58.8
223,36,17.374517,42.471043,0.0,12.8610036,0.03949767,51.799998
224,36,630.4348,804.3478,0.0,1.0,0.104283705,4.6
225,36,21.81025,54.525627,6.5430746,111.14177,0.086847745,91.7
226,36,31.932774,132.77312,8.403361,21.487396,0.10304731,59.5
227,36,10.050251,40.201004,0.0,2.0,0.015348288,19.900000000000002
228,36,4.477612000000001,31.343284999999998,25.373135,10.447761999999999,0.06846239999999999,67.0
229,36,5.617977,2.8089886,0.0,7.0,0.033012953,35.600003
230,36,94.73685,178.94737,0.0,0.0,0.04115552,9.5
231,36,42.424244,96.969696,0.0,2.0,0.36924192,16.5
232,36,0.0,3.4602074999999997,13.840829999999999,35.141869,0.0006161429299999999,28.9
233,36,16.077170000000002,49.83923,8.038585000000001,256.19615,0.046459068,62.200002000000005
234,36,8.460237,25.38071,70.21996,39.610828,0.015386509,118.20000399999999
235,36,79.36507399999999,206.34921,0.0,3.0,0.11456212,6.3
236,36,50.632909999999995,151.89873,0.0,1.0,0.08516975,7.9000010000000005
237,36,133.33334,177.77778999999998,0.0,1.0,0.091976516,4.5
238,36,175.0,200.0,0.0,4.0,0.26691929999999997,4.0
239,36,121.951225,390.2439,0.0,4.0,0.08155583599999999,4.1000000000000005
240,36,18.761726,43.15197,7.5046906,255.28331,0.033480827000000005,106.6
241,36,148.93616,234.04254,0.0,3.0,0.26481384,4.7000003999999995
242,36,24.691357,61.728393999999994,115.226326,4.0,0.070393376,24.300002000000003
243,37,59.40594,49.504948,336.63367,3.0,0.36253533,10.100000999999999
244,37,58.252421999999996,67.96115999999999,0.0,3.0,0.46109122,10.3
245,37,40.268456,53.691272999999995,3.3557045,13.0,0.11954569,119.200006
246,37,55.555553,0.0,0.0,2.0,0.290378,3.6000001999999998
247,37,30.991734,8.264462,0.0,2.0,0.05622047,48.4
248,37,95.23809,0.0,0.0,3.0,0.10125,4.2000003
249,37,19.000704000000002,31.315973,2.4630542,27.370866,0.03168411,284.2
250,37,93.74999,41.666664000000004,0.0,0.0,0.21655518,9.6
251,37,17.241379000000002,18.56764,0.0,8.0,0.07204841,75.39999999999999
252,37,18.156425,12.569833000000001,0.0,1.0,0.03726607,71.6
253,37,8.219178,5.479451999999999,0.0,6.0,0.05237045,36.5
254,37,4.0160646,24.096386,0.0,3.0,0.08586819,24.9
255,37,18.306635,16.018304999999998,0.0,4.0,0.061863743,43.700002000000005
256,37,94.0594,14.851485,0.0,6.0,0.19597591,20.200001000000004
257,37,50.570965,48.939644,0.0,1.0,0.14208633,61.3
258,37,16.815554000000002,26.274303000000003,3.1529167,10.0,0.21466841,190.29999999999998
259,37,172.72728,136.36363,0.0,1.0,0.22105998,11.000000000000002
260,37,68.181816,22.727272,0.0,2.0,0.10337078599999999,4.4
261,37,64.17112,57.040997,0.0,5.0,0.17806770000000002,56.100002999999994
262,37,32.388664,56.68016,0.0,1.0,0.18519454,24.7
263,37,162.7907,81.39535,0.0,0.0,0.31696317,8.6
264,37,28.446388,14.223194,0.0,6.0,0.09287389,91.40000500000001
265,37,24.277456,28.901735,73.988434,2.0,0.07301294,86.5
266,37,162.7907,69.76744000000001,0.0,3.0,0.21145375,4.3
267,37,209.3023,93.02325400000001,0.0,3.0,0.39801908,4.3
268,37,4.807691999999999,14.423077,105.769226,5.0,0.013667426000000002,20.800002
269,37,48.05077,64.369896,0.0,4.8132366,0.11311353,110.300004
270,37,28.938908,9.646302,9.646302,6.0,0.15750834,31.100001000000002
271,37,19.230767999999998,19.230767999999998,0.0,2.0,0.09420714,15.6000005
272,37,45.101085999999995,26.438565999999998,0.0,2.0,0.13562776,64.3
273,37,14.851485,19.80198,0.0,6.0,0.15799087,20.200001000000004
274,37,155.55556,133.33334,0.0,1.0,0.14509536,4.5
275,37,106.29921000000002,47.244095,169.29134,4.0,0.21131387,25.4
276,37,30.716721999999997,25.59727,0.0,4.0,0.12281589999999999,58.6
277,37,23.809525,11.904762,0.0,6.0,0.21723083,58.8
278,37,0.0,18.867924,0.0,6.0,0.21383844,21.200001
279,37,0.0,136.36363,0.0,0.0,0.24153847,4.4
280,37,57.63239300000001,101.24609,0.0,2.0,0.17577283,64.20001
281,37,33.282906,51.437218,101.36157,0.0,0.24460375,66.10000000000001
282,37,34.285717,80.81633000000001,0.0,11.0,0.115256354,122.5
283,37,69.03352,102.564095,0.0,3.0,0.18681319,50.7
284,37,43.636364,56.363636,0.9090908999999999,1.0,0.21593668,110.0
285,37,25.341133,40.935673,7.797271,5.0,0.12948544,51.3
286,37,14.893617,34.042553000000005,176.59575,8.0,0.064165846,47.0
287,37,0.0,0.0,226.41508,2.0,0.15264368,21.200001
288,37,0.0,16.806720000000002,0.0,3.0,0.48743394,11.9
289,37,34.682076,72.25433000000001,0.0,1.0,0.100913346,34.6
290,37,76.92307,120.87911000000001,0.0,0.0,0.27582645,9.1
291,37,42.780746,90.90909,3.5650623,1.0,0.18669803,56.100002999999994
292,37,24.390244,81.30081,0.0,1.0,0.40690196,12.3000005
293,37,55.865925,117.318436,0.0,5.0,0.17138158,17.9
294,37,57.729942,93.93346,2.9354205,2.0,0.20180704,102.2
295,37,5.5826936,15.352407000000001,0.6978367,16.0,0.115842454,143.3
296,37,159.0909,181.81818,0.0,4.0,0.21719709,4.4
297,37,17.46725,30.567684000000003,157.20525,4.0,0.23697011,22.9
298,37,25.974026000000002,23.809525,0.0,2.0,0.061649848,46.199999999999996
299,37,89.88763399999999,191.01123,0.0,2.0,0.19033675,8.900001
300,37,55.160140000000006,62.27758000000001,0.0,5.0,0.18873633,56.2
301,37,57.377052,77.86886,0.0,4.0,0.34196413,24.400000000000002
302,37,102.564095,205.12819,0.0,0.0,0.30526918,3.9000001
303,37,93.02325400000001,93.02325400000001,0.0,4.0,0.14521739,4.3
304,37,36.34361,49.559470000000005,35.242290000000004,12.0,0.23748527,90.80000000000001
305,37,75.409836,95.08197,0.0,6.0,0.16557904,61.0
306,37,32.82443,61.068703,96.183205,16.0,0.0967515,131.0
307,37,60.747665000000005,74.76635999999999,0.0,2.0,0.26852277,21.399999
308,37,113.63636000000001,181.81818,0.0,4.0,0.74427116,4.4
309,37,4.952245700000001,9.55076,0.0,4.1835866,0.03375228,282.7
310,37,3.101737,13.337469,4.342432,2.6203474,0.045910247,322.40000000000003
311,37,35.46099,46.09929,0.0,2.0,0.18603478,56.4
312,37,85.82089,93.28358,7.4626865,6.0,0.15701735,26.800001
313,37,17.199017,7.3710070000000005,171.99017,7.0,0.1628365,40.7
314,37,130.43478000000002,108.69565,0.0,2.0,0.43636364,4.6
315,37,20.408163000000002,24.489796,106.12244399999999,0.0,0.25606596,24.5
316,37,87.71929,201.75438,0.0,0.0,0.12269939,11.4
317,37,22.34637,27.932962,0.0,1.0,0.3995991,35.8
318,37,80.327866,47.540985,0.0,1.0,0.14106315,61.0
319,37,43.01075,53.763435,0.0,4.0,0.23723151,9.299999999999999
320,37,25.0,29.807693,0.0,6.0,0.06396228,104.00000000000001
321,37,47.16981,84.90566,0.0,1.0,0.12945369,10.600001
322,37,39.60396,118.81188,0.0,2.0,0.26274917,20.200001000000004
323,37,7.566203999999999,9.247582000000001,7.1458592,61.383774,0.050696927999999995,237.9
324,37,6.920414999999999,8.650518,6.920414999999999,7.190311,0.1454933,173.40000999999998
325,37,37.181995,47.945206,4.892368,6.0,0.13580942,102.2
326,37,101.76991,70.79646,128.31859,1.0,0.12921654,22.599999999999998
327,37,175.0,175.0,0.0,0.0,0.22624877,4.0
328,37,170.94017,222.22222999999997,0.0,5.0,0.36526054,11.700000000000001
329,37,125.74850500000001,77.84431,0.0,0.0,0.36716040000000005,16.700001000000004
330,37,80.40201,50.251259999999995,0.0,0.0,0.18963647,19.900000000000002
331,37,119.04761,47.619045,0.0,1.0,0.16582915,4.2000003
332,37,21.390373,60.606056,5.3475933,9.0,0.12549989,56.100002999999994
333,37,55.555553,92.59259,0.0,0.0,0.2598374,10.8
334,37,252.17392,226.08694,0.0,2.0,0.22181678,11.5
335,37,36.184208,49.342106,0.0,10.0,0.18023184,60.8
336,37,14.657979999999998,24.429966,0.0,9.0,0.08783604,61.400000000000006
337,37,39.800995,54.72636800000001,0.0,1.0,0.16463059,20.100001
338,37,155.66037,99.0566,146.22641000000002,3.0,0.3308292,21.200001
339,37,11.682242,17.133955,0.0,2.0,0.072220914,128.40001
340,37,9.433962,14.150943,6.289307599999999,13.0,0.19986737,127.2
341,37,112.06896,94.82758000000001,0.0,2.0,0.17846936,11.600001
342,37,34.334763,49.356224,0.0,5.0,0.077294685,46.600003
343,37,186.81316999999999,21.97802,0.0,2.0,0.14542079,9.1
344,37,10.152284,23.688662,8.460237,8.0,0.18569255,59.100001999999996
345,37,9.523809,85.71429,0.0,0.0,0.21782178,10.5
346,37,112.06896,112.06896,0.0,5.0,0.3057256,11.600001
347,37,42.158516,45.531197,0.0,9.431704,0.12582782,59.299998
348,37,28.716215000000002,52.36486,0.0,0.0,0.10631395,59.2
349,37,84.6395,78.36991,0.0,2.0,0.3535164,31.9
350,37,81.08108,54.05405,0.0,3.0,0.22345133,3.7
351,37,101.76991,70.79646,101.76991,3.0,0.12939002,22.599999999999998
352,37,64.28571,51.785713,0.0,9.0,0.13895376,55.99999999999999
353,37,23.688662,43.99323,0.0,6.0,0.11950742,59.100001999999996
354,37,56.074768000000006,28.037384000000003,0.0,2.0,0.21221374,10.6999995
355,37,15.232976,27.777779,0.89605737,7.0,0.18084686,111.60000000000001
356,37,20.134228,18.456375,0.0,3.0,0.21177635,59.600003
357,37,48.076923,26.442307,0.0,0.0,0.249631,41.600004
358,37,49.18033,65.57377,0.0,3.0,0.116949156,6.1000000000000005
359,37,5.3050394,10.610078999999999,9.28382,10.0,0.23123024,75.39999999999999
360,37,51.94805,64.93507,0.0,5.0,0.33601546,30.800002000000003
361,37,108.1081,81.08108,0.0,0.0,0.25336927,3.7
362,37,78.94736999999999,157.89473999999998,0.0,0.0,0.3510574,3.8
363,37,162.7907,116.27906999999999,0.0,4.0,0.2971698,4.3
364,37,15.625,31.25,0.0,1.0,0.25559407,19.2
365,37,42.808215999999994,92.46575,0.0,0.0,0.092795886,58.4
366,37,4.317789,12.089808999999999,8.635578,12.0,0.0578529,115.8
367,37,94.82758000000001,68.965515,0.0,3.0,0.18105066,11.600001
368,37,25.751072,23.605148,0.0,3.0,0.04092827,46.600003
369,37,141.30435,130.43478000000002,0.0,4.0,0.27331188,9.2
370,37,35.532993,42.301186,0.0,9.0,0.13976906,59.100001999999996
371,37,60.422959999999996,87.61328,0.0,0.0,0.24796984,33.099999999999994
372,37,82.41758,126.37363,120.87911000000001,4.0,0.39924735,18.2
373,37,25.492468,18.539976,2.317497,13.111239,0.046221368,86.3
374,37,3.455425,4.8375955,3.455425,13.0,0.04453651,144.69999
375,37,1.9323671000000002,3.8647342000000005,0.0,11.0,0.026882477000000002,103.5
376,37,12.698414,26.984129,0.0,48.650795,0.08838522,126.0
377,37,268.90753,117.64705,0.0,0.0,0.38567573,11.9
378,37,169.49152,186.44066999999998,8.474577,2.0,0.344835,11.799999999999999
379,37,78.88349000000001,86.16505,0.0,0.0,0.1026605,82.4
380,37,45.84527,88.82521,0.0,6.0,0.23867199,34.900002
381,37,20.283976000000003,38.539555,0.0,3.0,0.03963853,49.3
382,37,15.000001000000001,50.0,0.0,4.0,0.0307091,20.0
383,37,75.94936,107.59493,1.5822785,7.0,0.13282159,63.20000400000001
384,37,105.75426499999999,71.53965,76.20528399999999,1.0,0.23533858,64.3
385,37,36.641224,83.96947,0.0,10.0,0.19400889,65.5
