1543723287,0,0,0,1,65693,121638551,31279576
1543723288,0,0,0,1,65693,121638551,31279576
1543723289,0,0,0,1,65693,121638551,31279576
1543723290,0,0,0,1,65693,121638551,31279576
1543723291,0,0,0,1,65693,121638551,31279576
1543723292,0,0,0,1,65693,121638551,31279576
1543723293,0,0,0,1,65693,121638551,31279576
1543723294,0,0,0,1,65693,121638551,31279576
1543723295,0,0,0,1,65693,121638551,31279576
1543723296,0,0,0,1,65693,121638551,31279576
1543723297,0,0,0,1,65693,121638531,31279593
1543723298,2164,0,0,1,65693,121638531,31279593
1543723299,5392,0,0,0,65693,121638531,31279593
1543723300,5176,0,0,1,65693,121638531,31279593
1543723301,5208,0,0,1,65693,121638531,31279593
1543723302,5212,0,0,1,65693,121638531,31279593
1543723303,4196,0,0,1,65693,121638531,31279593
1543723304,5380,35,0,1,65693,121638531,31279593
1543723305,5372,37,0,1,65693,121638531,31279593
1543723306,5216,35,0,1,65693,121638531,31279593
1543723307,5064,34,0,1,65693,121638464,31279661
1543723308,5244,35,0,1,65693,121638464,31279661
1543723309,5168,34,0,1,65693,121638464,31279661
1543723310,5212,34,0,1,65693,121638464,31279661
1543723311,5188,34,0,1,65693,121638464,31279661
1543723312,5216,35,0,1,65693,121638464,31279661
1543723313,5196,34,0,1,65693,121638464,31279661
1543723314,5204,35,0,1,65693,121638464,31279661
1543723315,5176,34,0,1,65693,121638464,31279661
1543723316,5780,37,0,1,65693,121638464,31279661
1543723317,7036,45,0,1,65693,121638348,31279753
1543723318,7876,52,0,1,65693,121638348,31279753
1543723319,8380,56,0,1,65693,121638348,31279753
1543723320,8820,59,349,1,65693,121638348,31279753
1543723321,9024,60,336,1,65693,121638348,31279753
1543723322,9228,62,322,1,65693,121638348,31279753
1543723323,8672,59,311,1,65693,121638348,31279753
1543723324,7968,56,304,1,65693,121638348,31279753
1543723325,7456,49,300,1,65693,121638348,31279753
1543723326,7368,48,299,1,65693,121638348,31279753
1543723327,7796,50,298,1,65693,121638198,31279839
1543723328,8448,55,298,1,65693,121638198,31279839
1543723329,8840,59,298,1,65693,121638198,31279839
1543723330,9272,61,298,1,65693,121638198,31279839
1543723331,9996,66,298,1,65693,121638198,31279839
1543723332,10368,70,299,1,65693,121638198,31279839
1543723333,7028,69,299,1,65693,121638198,31279839
1543723334,6756,63,299,1,65693,121638198,31279839
1543723335,6536,59,298,1,65693,121638198,31279839
1543723336,6052,55,296,1,65693,121638198,31279839
1543723337,5676,53,295,1,65693,121638091,31279883
1543723338,5492,48,295,1,65693,121638091,31279883
1543723339,5500,49,295,1,65693,121638091,31279883
1543723340,5624,47,294,1,65693,121638091,31279883
1543723341,5600,21,294,1,65693,121638091,31279883
1543723342,5588,10,294,1,65693,121638091,31279883
1543723343,3404,31,294,1,65693,121638091,31279883
1543723344,5304,46,294,1,65693,121638091,31279883
1543723345,8248,70,294,1,65693,121638091,31279883
1543723346,10580,94,294,1,65693,121638091,31279883
1543723347,9416,99,291,1,65693,121637798,31280013
1543723348,7632,93,286,1,65693,121637798,31280013
1543723349,8724,105,284,1,65693,121637798,31280013
1543723350,9232,113,283,1,65693,121637798,31280013
1543723351,10132,125,286,1,65693,121637798,31280013
1543723352,10792,133,291,1,65693,121637798,31280013
1543723353,11284,139,296,1,65693,121637798,31280013
1543723354,11908,148,300,1,65693,121637798,31280013
1543723355,11392,147,303,1,65693,121637798,31280013
1543723356,7436,147,306,1,65693,121637798,31280013
1543723357,7728,139,308,1,65693,121637398,31280178
1543723358,8040,132,308,1,65694,121637398,31280178
1543723359,8612,145,307,1,65694,121637398,31280178
1543723360,9276,154,306,1,65694,121637398,31280178
1543723361,9808,165,303,1,65694,121637398,31280178
1543723362,10312,171,300,1,65694,121637398,31280178
1543723363,10580,177,297,1,65694,121637398,31280178
1543723364,10920,184,294,1,65694,121637398,31280178
1543723365,11016,185,290,1,65694,121637398,31280178
1543723366,10932,185,288,1,65694,121637398,31280178
1543723367,10888,184,285,1,65694,121636885,31280320
1543723368,10952,183,284,1,65694,121636885,31280320
1543723369,10976,185,284,1,65694,121636885,31280320
1543723370,10940,185,284,1,65694,121636885,31280320
1543723371,10904,186,284,1,65694,121636885,31280320
1543723372,11148,187,285,1,65694,121636885,31280320
1543723373,11136,187,286,1,65694,121636885,31280320
1543723374,10920,186,288,1,65694,121636885,31280320
1543723375,10744,183,289,1,65694,121636885,31280320
1543723376,10508,181,291,1,65694,121636885,31280320
1543723377,10248,175,292,1,65694,121636423,31280448
1543723378,10196,168,293,1,65694,121636423,31280448
1543723379,9988,171,293,1,65695,121636423,31280448
1543723380,9976,168,291,1,65695,121636423,31280448
1543723381,9768,166,289,1,65695,121636423,31280448
1543723382,10020,168,287,1,65695,121636423,31280448
1543723383,9728,164,286,1,65695,121636423,31280448
1543723384,9948,165,284,1,65695,121636423,31280448
1543723385,9772,155,283,1,65695,121636423,31280448
1543723386,9684,160,283,1,65695,121636423,31280448
1543723387,9456,160,283,1,65695,121636108,31280605
1543723388,9532,160,283,1,65695,121636108,31280605
1543723389,9192,158,284,1,65695,121636108,31280605
1543723390,8260,141,285,1,65695,121636108,31280605
1543723391,7032,123,287,1,65695,121636108,31280605
1543723392,6600,110,293,1,65695,121636108,31280605
1543723393,6036,96,301,1,65695,121636108,31280605
1543723394,5760,95,314,1,65695,121636108,31280605
1543723395,6176,96,329,1,65695,121636108,31280605
1543723396,5932,100,346,1,65695,121636108,31280605
1543723397,5896,99,3,1,65695,121636391,31280631
1543723398,6168,107,21,1,65695,121636391,31280631
1543723399,6536,110,38,1,65695,121636391,31280631
1543723400,6876,114,55,1,65695,121636391,31280631
1543723401,7316,123,72,1,65695,121636391,31280631
1543723402,8328,139,88,1,65695,121636391,31280631
1543723403,9756,162,105,1,65695,121636391,31280631
1543723404,10908,183,122,1,65695,121636391,31280631
1543723405,11856,199,137,1,65696,121636391,31280631
1543723406,12756,215,146,1,65696,121636391,31280631
1543723407,13600,229,150,1,65696,121637036,31280401
1543723408,14272,241,151,1,65696,121637036,31280401
1543723409,15104,255,151,1,65696,121637036,31280401
1543723410,15584,263,149,1,65696,121637036,31280401
1543723411,16080,271,145,1,65696,121637036,31280401
1543723412,16524,279,139,1,65696,121637036,31280401
1543723413,15184,278,132,1,65696,121637036,31280401
1543723414,9940,266,122,1,65696,121637036,31280401
1543723415,8196,245,113,1,65696,121637036,31280401
1543723416,8560,255,108,1,65696,121637036,31280401
1543723417,8920,267,105,1,65696,121637791,31280158
1543723418,9320,280,104,1,65696,121637791,31280158
1543723419,9616,290,104,1,65697,121637791,31280158
1543723420,9852,297,104,1,65697,121637791,31280158
1543723421,10124,304,104,1,65697,121637791,31280158
1543723422,10412,314,105,1,65697,121637791,31280158
1543723423,10784,326,105,1,65697,121637791,31280158
1543723424,11112,333,107,1,65697,121637791,31280158
1543723425,11332,342,109,1,65697,121637791,31280158
1543723426,11544,348,111,1,65697,121637791,31280158
1543723427,11736,355,112,1,65697,121638738,31279848
1543723428,11900,359,113,1,65697,121638738,31279848
1543723429,12020,363,113,1,65697,121638738,31279848
1543723430,12112,364,113,1,65698,121638738,31279848
1543723431,12264,370,112,1,65698,121638738,31279848
1543723432,12376,372,111,1,65698,121638738,31279848
1543723433,12500,376,110,1,65698,121638738,31279848
1543723434,12724,382,109,1,65698,121638738,31279848
1543723435,12920,390,109,1,65698,121638738,31279848
1543723436,13096,397,108,1,65698,121638738,31279848
1543723437,13260,398,108,1,65698,121639809,31279518
1543723438,13436,405,108,1,65698,121639809,31279518
1543723439,13604,411,108,1,65699,121639809,31279518
1543723440,13744,413,109,1,65699,121639809,31279518
1543723441,13724,413,109,1,65699,121639809,31279518
1543723442,13696,413,109,1,65699,121639809,31279518
1543723443,13668,413,109,1,65699,121639809,31279518
1543723444,11692,404,109,1,65699,121639809,31279518
1543723445,7192,397,109,1,65699,121639809,31279518
1543723446,6904,394,109,1,65699,121639809,31279518
1543723447,5448,394,109,1,65699,121640911,31279181
1543723448,5584,396,109,1,65700,121640911,31279181
1543723449,6096,401,109,1,65700,121640911,31279181
1543723450,8140,407,109,1,65700,121640911,31279181
1543723451,7416,410,109,1,65700,121640911,31279181
1543723452,7672,423,109,1,65700,121640911,31279181
1543723453,7876,437,109,1,65700,121640911,31279181
1543723454,8128,445,109,1,65700,121640911,31279181
1543723455,8300,459,109,1,65700,121640911,31279181
1543723456,8552,472,109,1,65700,121640911,31279181
1543723457,8740,483,109,1,65701,121642235,31278774
1543723458,8908,493,109,1,65701,121642235,31278774
1543723459,9040,502,109,1,65701,121642235,31278774
1543723460,9108,504,109,1,65701,121642235,31278774
1543723461,9140,506,109,1,65701,121642235,31278774
1543723462,9104,506,109,1,65701,121642235,31278774
1543723463,9112,506,109,1,65701,121642235,31278774
1543723464,9048,501,109,1,65702,121642235,31278774
1543723465,8916,491,110,1,65702,121642235,31278774
1543723466,8540,470,110,1,65702,121642235,31278774
1543723467,8072,447,110,1,65702,121643205,31278431
1543723468,7664,425,110,1,65702,121643205,31278431
1543723469,7320,406,109,1,65702,121643205,31278431
1543723470,6832,379,109,1,65702,121643205,31278431
1543723471,6252,347,109,1,65702,121643205,31278431
1543723472,5400,298,109,1,65703,121643205,31278431
1543723473,4588,258,109,1,65703,121643205,31278431
1543723474,3800,212,110,1,65703,121643205,31278431
1543723475,5928,200,116,1,65703,121643205,31278431
1543723476,5652,198,128,1,65703,121643205,31278431
1543723477,5856,194,142,1,65703,121642966,31278011
1543723478,5344,183,157,1,65703,121642966,31278011
1543723479,6064,185,175,1,65703,121642966,31278011
1543723480,4692,189,194,1,65703,121642966,31278011
1543723481,4952,200,211,1,65703,121642966,31278011
1543723482,5200,211,223,1,65703,121642966,31278011
1543723483,5496,222,231,1,65703,121642966,31278011
1543723484,5756,234,237,1,65703,121642966,31278011
1543723485,6028,245,242,1,65703,121642966,31278011
1543723486,6340,258,247,1,65703,121642966,31278011
1543723487,6704,272,251,1,65703,121642143,31278061
1543723488,7004,285,257,1,65704,121642143,31278061
1543723489,7380,298,264,1,65704,121642143,31278061
1543723490,7764,315,270,1,65704,121642143,31278061
1543723491,8084,328,276,1,65704,121642143,31278061
1543723492,8468,343,282,1,65704,121642143,31278061
1543723493,8884,360,289,1,65704,121642143,31278061
1543723494,9256,377,296,1,65704,121642143,31278061
1543723495,9664,391,300,1,65704,121642143,31278061
1543723496,9968,405,303,1,65704,121642143,31278061
1543723497,10232,416,303,1,65704,121641031,31278399
1543723498,10544,429,302,1,65705,121641031,31278399
1543723499,10608,432,300,1,65705,121641031,31278399
1543723500,6896,427,297,1,65705,121641031,31278399
1543723501,5460,421,295,1,65705,121641031,31278399
1543723502,7660,418,294,1,65705,121641031,31278399
1543723503,7604,424,292,1,65705,121641031,31278399
1543723504,7648,419,291,1,65705,121641031,31278399
1543723505,7740,424,290,1,65705,121641031,31278399
1543723506,7804,431,289,1,65705,121641031,31278399
1543723507,7820,435,289,1,65706,121640120,31279035
1543723508,7740,427,289,1,65706,121640120,31279035
1543723509,7844,433,290,1,65706,121640120,31279035
1543723510,7892,436,292,1,65706,121640120,31279035
1543723511,7904,436,297,1,65706,121640120,31279035
1543723512,7920,442,305,1,65706,121640120,31279035
1543723513,7972,442,314,1,65706,121640120,31279035
1543723514,7992,442,323,1,65706,121640120,31279035
1543723515,8008,444,333,1,65707,121640120,31279035
1543723516,8052,449,343,1,65707,121640120,31279035
1543723517,8296,463,353,1,65707,121640003,31280178
1543723518,8364,461,1,1,65707,121640003,31280178
1543723519,8596,476,7,1,65707,121640003,31280178
1543723520,8804,490,10,1,65707,121640003,31280178
1543723521,9068,500,11,1,65707,121640003,31280178
1543723522,9276,515,11,1,65707,121640003,31280178
1543723523,9496,524,10,1,65708,121640003,31280178
1543723524,9684,534,8,1,65708,121640003,31280178
1543723525,9780,542,6,1,65708,121640003,31280178
1543723526,9980,554,4,1,65708,121640003,31280178
1543723527,10088,559,3,1,65708,121640011,31281595
1543723528,10308,570,2,1,65708,121640011,31281595
1543723529,10440,576,1,1,65709,121640011,31281595
1543723530,10592,587,0,1,65709,121640011,31281595
1543723531,10736,596,0,1,65709,121640011,31281595
1543723532,10868,599,0,1,65709,121640011,31281595
1543723533,10972,606,359,1,65709,121640011,31281595
1543723534,11076,611,359,1,65709,121640011,31281595
1543723535,11188,621,0,1,65710,121640011,31281595
1543723536,11296,623,0,1,65710,121640011,31281595
1543723537,11420,632,359,1,65710,121640014,31283156
1543723538,11548,635,359,1,65710,121640014,31283156
1543723539,11632,641,359,1,65710,121640014,31283156
1543723540,11684,648,359,1,65710,121640014,31283156
1543723541,11776,652,359,1,65711,121640014,31283156
